created_at,text,retweet_count,favorite_count,sentimento,subjetividade,ADJ,ADP,ADV,CONJ,DET,NOUN,NUM,PRT,PRON,VERB,.,X,popularidade
2018-10-27 10:11:48,"A forma de mudarmos o Brasil será através da defesa das leis e da obediência à Constituição, Assim, NOVAMENTE, ressaltamos que faremos tudo na forma da Lei! Qualquer forma de diferenciação entre os brasileiros não pode ser admitida. Todo cidadão terá seus direitos preservados.",10548,46536,0.0,0.0,0,6,2,1,7,13,0,0,4,14,0,0,34.775390625
2018-10-27 10:07:13,@felipefepacivil Bom Dia. 👍🏻,41,466,0.7,0.6000000000000001,2,0,1,0,0,2,0,0,0,0,0,0,34.77490234375
2018-10-27 10:05:59,FAMÍLIA e PROPRIEDADE PRIVADA: https://t.co/PI2SJvdxOZ,3839,16094,0.0,0.375,0,0,0,1,0,5,0,0,0,0,0,0,34.77459716796875
2018-10-27 00:39:15,"Falta pouco para conquistarmos nossa nova independência; o 1• passo rumo ao país da justiça, do emprego, segurança e da liberdade. Peço, de coração, que continuem engajados, mostrando que temos a melhor proposta até o fim e encarando as mentiras de meu opositor! Fiquem com Deus!",17451,76644,0.3872159090909091,0.4636363636363637,4,6,1,3,5,13,1,4,5,8,0,0,34.69622802734375
2018-10-27 00:08:08,Luciano Camargo e Família visitam Bolsonaro. Um bate papo muito franco e bacana. https://t.co/Qumohc2X1t,3424,17908,0.275,0.475,2,0,1,2,1,8,0,0,0,0,0,0,34.69183349609375
2018-10-26 23:30:08,RT @claudioedantas: PF desmantela grupo que organizava ato violento após vitória de Bolsonaro https://t.co/Phvs8zv7Zl,6735,0,-0.8,1.0,0,1,0,0,0,12,0,1,0,1,0,0,34.68670654296875
2018-10-26 22:46:32,Recebemos visita de deputado Ítalo-brasileiro Roberto Lorenzato trazendo o apoio e pedido de extradição do terrorista italiano Cesare Battisti oriundos do Vice-Primeiro Ministro da Itália. Compromisso mais que reafirmado! https://t.co/iHMq3hs73i,6520,28010,0.3125,0.25,3,6,0,1,3,17,0,0,1,3,0,0,34.68060302734375
2018-10-26 21:31:56,"Muito obrigado aos jovens goianos! Você são o futuro. BRASIL ACIMA DE TUDO, DEUS ACIMA DE TODOS! Um forte abraço! https://t.co/zlhOymCBHX",8269,37528,0.11785714285714285,0.2178571428571429,3,0,0,0,3,12,0,1,1,1,0,0,34.6702880859375
2018-10-26 21:28:49,@Marcelodedois Seja feliz! 👍🏻,4051,24328,1.0,1.0,1,0,0,0,0,4,0,0,0,0,0,0,34.66986083984375
2018-10-26 21:22:22,Entendi! Valeu!,2800,23863,0.25,0.2,0,0,0,0,0,1,0,0,1,1,0,0,34.66888427734375
2018-10-26 21:15:46,Boa noite! Quem é Marcelo de dois?,13614,70016,0.875,0.6000000000000001,1,1,0,0,0,2,1,0,1,1,0,0,34.6680908203125
2018-10-26 19:51:41,"Há pouco, a Folha de SP publicou uma notícia que não tem nenhuma relação comigo, utilizando uma foto minha com uma montagem vexatória e apagou após repercussão negativa. Qual é o verdadeiro papel de parte da imprensa nestas eleições? https://t.co/eeYiBjhGlf",9153,33972,0.025000000000000005,0.4833333333333334,3,6,3,1,7,12,0,1,3,6,0,1,34.65643310546875
2018-10-26 19:11:18,"Grato pela confiança e consideração, Campeão @vitorbelfort ! https://t.co/kbStUMX4oH",8442,39200,0.0,0.0,0,1,0,1,0,8,0,0,1,0,0,0,34.65087890625
2018-10-26 18:54:24,"Não governarei sozinho, como pensavam. Terei ao meu lado uma equipe de qualidade comprometida com o Brasil, além da ajuda de todos vocês. Juntos colocaremos nossa amada pátria no caminho da prosperidade! Juntos buscaremos um futuro melhor para todos!",13436,59681,0.4583333333333333,0.5416666666666666,2,7,4,0,6,9,0,2,8,10,0,0,34.64849853515625
2018-10-26 18:10:52,"Índia da Tribo Xingu visita Jair Bolsonaro e conhece suas reais propostas, sem as mentiras do PT. O Brasil é de todos nós! https://t.co/4JNpYW6TfZ",4547,18743,0.25,0.30000000000000004,1,4,0,1,4,11,0,0,2,3,0,0,34.6424560546875
2018-10-26 16:12:16,@PHCRF1895 👍🏻,53,1421,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,34.6260986328125
2018-10-26 16:09:57,"Thank you, Malik Obama! 👍🏻 https://t.co/AFVBtLAfsF",5183,27137,0.0,0.0,1,0,0,0,0,5,0,0,1,0,0,0,34.62579345703125
2018-10-26 15:43:27,@grafitarte Parabéns pelo trabalho! Sucesso!,85,722,0.375,0.0,1,1,0,0,0,4,0,0,1,0,0,0,34.62213134765625
2018-10-26 15:18:56,Saindo do forno!!! https://t.co/w7YZITRcp9,5210,18411,0.0,0.0,0,2,0,0,1,3,0,0,0,1,0,0,34.6187744140625
2018-10-26 14:59:09,"Chegamos na reta final destas eleições. NADA ESTÁ GANHO! Vamos dar o último gás combatendo, COM A VERDADE, as mentiras do PT! https://t.co/Q6tvtmoSRh",12570,41318,0.0,0.5333333333333333,2,4,0,0,6,11,0,1,1,5,0,0,34.6160888671875
2018-10-26 13:46:48,"Represento uma ameaça sim, aos corruptos, à bandidagem, aos estupradores, aos esquemas que assaltam o BNDES, aos assassinos e aos que querem destruir o Brasil! Por isso estão desesperados! NÃO TERÃO SOSSEGO EM MEU GOVERNO!",18000,64396,-0.375,0.5833333333333334,1,0,1,1,10,14,0,2,3,7,0,0,34.60601806640625
2018-10-26 13:33:41,"Ninguém mentiu mais que o PT nesta eleição. São mestres em enganar. Mudaram o plano de governo diversas vezes após expormos seu viés totalitário. Agora dizem respeitar a família, a democracia e a justiça, mas sabemos que a missão do pai do Kit-gay é soltar o chefe da quadrilha!",7408,30494,0.25,0.25,3,4,1,2,6,16,1,3,6,9,0,0,34.60430908203125
2018-10-26 13:33:20,"Haddad diz que sou responsável pela campanha mais baixa da história. Logo ele, que é orientado por um presidiário, esconde as cores do partido, finge ser religioso, joga bíblia no lixo, esconde apoio à ditadura venezuelana e espalha um monte de porcaria mentirosa ao meu respeito.",23678,93785,-0.20000000000000004,0.5333333333333333,4,7,1,1,6,13,0,2,4,10,0,0,34.6041259765625
2018-10-26 11:50:53,"As eleições só serão definidas no domingo. Além dos 3 nomes mencionados (Onix,Heleno e Guedes), outros serão anunciados. Com intuito de se promover ou nos desgastar, oportunistas se anunciam ministros. Estes, de antemão, já podem se considerar fora de qualquer possível governo.",9432,42741,0.0,0.6833333333333332,1,6,2,2,3,13,1,3,2,13,0,0,34.5902099609375
2018-10-26 10:56:30,"Grato pela confiança e consideração, Professor Ives Gandra Martins! https://t.co/RXHBN5OTnv",6821,26556,0.0,0.0,0,1,0,1,0,9,0,0,2,0,0,0,34.58258056640625
2018-10-26 09:32:15,"@VitorCarvalhoCR Obrigado pela consideração e um forte abraço, Vitor!",36,421,0.1,0.15000000000000002,2,1,0,1,1,5,0,0,1,0,0,0,34.5709228515625
2018-10-26 09:23:31,Prospreridade! Saiba mais sobre detalhes de nossas propostas e ideias defendidas em https://t.co/yvI9KznFUU https://t.co/KBDkYrtpUk,3882,14554,0.5,0.5,2,3,0,1,0,8,0,0,1,1,0,0,34.56982421875
2018-10-26 02:00:02,Vamos colocar um fim na roubalheira do PT! Lembrem-se: nosso país não é uma facção criminosa para ser governado de dentro da cadeia!,15216,63091,0.037500000000000006,0.275,1,2,1,0,3,7,0,4,1,5,0,0,34.5087890625
2018-10-26 01:43:01,NÓS VAMOS FAZER DO BRASIL UMA GRANDE NAÇÃO! Boa noite a todos! 👍🏻,13772,71922,0.9375,0.675,1,0,0,0,0,9,0,0,0,1,0,0,34.50640869140625
2018-10-26 00:33:02,O PT É O BRASIL À BEIRA DO ABISMO. https://t.co/6sWCtLrK63,5431,23132,0.0,0.0,0,2,0,0,3,6,0,0,0,1,0,0,34.496826171875
2018-10-25 18:42:00,Entrevista para o @terca_livre sobre o bolivarianismo e o Foro de SP. Assista: https://t.co/s5IiK7fFd9,3682,14571,0.0,0.0,0,2,0,1,1,9,0,0,0,0,0,0,34.44866943359375
2018-10-25 17:39:33,Mais um pouco do Andrade: https://t.co/OESXONJgKr,5093,17976,-0.1875,0.5,1,1,0,0,1,4,0,0,0,0,0,0,34.4400634765625
2018-10-25 17:28:02,https://t.co/tVBSeEx5Ow,9279,31946,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,34.4384765625
2018-10-25 15:45:14,"RT @BlogDoPim: De Haddad a Bolsonaro: ""Você vai tomar uma surra do povo brasileiro no domingo.” Se fosse ao contrário, era ameaça, incitaçã…",11514,0,-0.125,0.375,3,4,0,0,3,9,0,2,3,6,0,0,34.42431640625
2018-10-25 15:29:18,"Ainda aguardo o mea-culpa de parte da imprensa e adversários que por dias associaram a mim um falso ataque contra eleitora do PT no Rio Grande do Sul desmascarado pela perícia, que provou que a própria ""vítima"" produziu a suástica em seu corpo. O prejuízo precisa ser reparado!",16212,66749,-0.3645833333333333,0.55,1,8,1,1,7,16,0,1,6,9,0,0,34.4222412109375
2018-10-25 14:45:16,"Países com mais liberdade econômica no mundo possuem taxas baixíssimas de desemprego. Nós seguiremos este rumo. Nós criaremos emprego como nunca! O Norte e o Nordeste crescerão! Sul, Sudeste e Centro-Oeste voltarão a crescer! O Brasil será uma grande nação!",5033,22374,0.425,0.46,4,4,3,2,4,14,0,0,2,11,0,0,34.41619873046875
2018-10-25 14:36:40,"Para combater o desemprego o Brasil precisa de confiança e segurança. Investidores não confiam no Brasil, milhares de empresas fecharam devido a violência, altos impostos, burocracia, corrupção e crise, tudo herança do PT. Nós mudaremos esse quadro. Seremos o governo do emprego!",8957,38175,-0.008333333333333331,0.3383333333333333,2,3,1,2,4,18,0,2,2,9,0,0,34.41497802734375
2018-10-25 10:21:58,Agradeço a consideração do Empresário Roberto Justus! https://t.co/5gbFfjymA6,14933,62929,0.0,0.0,0,2,0,0,1,7,0,0,1,0,0,0,34.380126953125
2018-10-25 09:05:18,@Reinaldotheo Vamos! Grato pela consideração!,14,401,0.0,0.0,1,2,0,0,1,4,0,0,0,0,0,0,34.36962890625
2018-10-25 09:04:50,@pai_bahia Alvorada! 🇧🇷👍🏻,43,491,0.0,0.0,1,0,0,0,0,3,0,0,0,0,0,0,34.36962890625
2018-10-25 09:04:12,"@Gab_Felipe_Bro Bom dia, Gabriel!",15,377,0.0,0.0,0,0,0,0,0,4,0,0,1,0,0,0,34.36944580078125
2018-10-25 09:03:39,@juliouberx Bom Dia Julio! Um abraço na família!,8,259,1.0,0.6000000000000001,1,1,0,0,2,6,0,0,0,0,0,0,34.369384765625
2018-10-25 09:02:17,"Facilitando a interligações dos transportes, toda sua malha vence e quem ganha no fim? O desenvolvimento social! Nós temos a independência para exercer este foco! https://t.co/oo1cs631l4",3872,16717,0.16302083333333334,0.27291666666666664,2,1,0,1,4,10,0,1,3,4,0,0,34.369140625
2018-10-25 01:24:15,BRASIL ACIMA DE TUDO...,15117,77318,0.0,0.1,0,0,0,0,0,3,0,0,0,0,0,0,34.306640625
2018-10-25 00:30:55,Obrigado sempre pela consideração @OdeCarvalho . Você faz parte desta mudança. https://t.co/Pvse6SkHHc,7537,33658,0.2,0.2,0,2,1,0,2,8,0,0,1,1,0,0,34.29931640625
2018-10-25 00:00:46,Link no youtube da live feita no facebook: Novas informações e mentiras que estão sendo difundidas a meu respeito. https://t.co/KHVgWnfrGc,3938,14895,0.13636363636363635,0.4772727272727273,1,2,0,1,0,7,0,0,1,3,0,0,34.29534912109375
2018-10-24 21:50:40,"Logo mais, às 20:00, quarta-feira,(24/10/2018), faremos nova live no facebook com novas informações e mentiras que estão sendo difundidas pelo PT a meu respeito! Até logo!",5133,25576,0.11079545454545453,0.3522727272727273,2,5,2,1,2,5,2,0,3,7,0,0,34.277587890625
2018-10-24 21:33:37,"A melhor forma de mostrar respeito às pessoas é tratando-as de igual pra igual, valorizando-as por seu caráter e competência, não cor ou sexualidade, nem como se fossem mais frágeis e incapazes. Ninguém gosta de ser tratado como coitadinho. O Brasil é um só! É de todos nós! 🇧🇷",14636,56990,0.21875,0.475,4,8,2,4,4,12,1,3,6,10,0,0,34.27520751953125
2018-10-24 18:36:19,Mais uma mentira descarada do fantoche de corrupto preso! https://t.co/YWbx1r1tX0,7665,25933,-0.2083333333333333,0.6666666666666666,2,1,0,0,1,5,1,0,0,1,0,0,34.2510986328125
2018-10-24 17:48:41,"Esperamos uma retratação de todos os que, mesmo com nosso repúdio, irresponsavelmente e sem provas associaram a nós os casos de pichações e ""agressões"" nazistas, hoje revelados falsos pelas autoridades e orquestrados por eleitores de nossos adversários.",14271,54901,-0.4000000000000001,0.6,1,8,1,3,5,11,0,1,5,5,0,0,34.24456787109375
2018-10-24 16:18:51,Concordo com o Mano Brown! 👍🏻 https://t.co/crIW4srMqs,13609,65550,0.0,0.0,1,1,0,0,0,4,0,0,1,1,0,0,34.2322998046875
2018-10-24 14:50:52,Segue a fonte: https://t.co/wNF6hCAvCq,3052,13099,0.0,0.0,0,0,0,0,1,3,0,0,0,1,0,0,34.220458984375
2018-10-24 14:47:21,"Vão cobrar resposta sobre mais essa atitude suja ou fingir que nada aconteceu? Chamaram nossos apoiadores, homens, mulheres, idosos, pessoas de família, de nazistas a semana inteira e vai ficar por isso mesmo?",7583,28472,-0.6,0.8,1,1,2,2,3,12,0,1,4,7,0,0,34.2198486328125
2018-10-24 14:46:50,Quem espalha notícias falsas? CANALHAS! VAGABUNDOS! Sem mentir o PT não existe! https://t.co/tSeAcB2WyQ,13759,44282,-0.9765625,1.0,0,1,1,0,1,6,0,0,1,5,0,0,34.2198486328125
2018-10-24 13:34:04,RT @CarlosBolsonaro: Brasilzão tá de vento em popa. Educação e respeito são as maiores heranças deixadas do PT. Meu Deus! Via @sikerajr htt…,4244,0,0.45,0.5166666666666667,2,2,0,1,2,13,0,0,1,4,0,0,34.20989990234375
2018-10-24 13:05:43,"Desburocratizar, simplificar e pensar de forma estratégica; o setor pode deixar de ser um gargalo para se transformar em solução. Havendo baixo risco regulatório, o Brasil atrairá uma grande quantidade de investimentos, gerando empregos e reduzindo o custo para seus usuários.",2746,12924,0.07142857142857142,0.24285714285714285,4,3,1,2,5,13,0,2,1,8,0,0,34.2060546875
2018-10-24 13:04:21,"Segundo o Global Competitiveness Report de 2017 do World Economic Forum, a posição do Brasil em relação a de outros 136 países na eficiência de sua INFRAESTRUTURA é: Ferrovias 88•; Aeroportos 95•; Rodovias 103•; Portos 106• e sua qualidade de oferta de energia é 84•.",3406,16380,0.025000000000000005,0.19166666666666665,2,3,1,1,3,19,7,2,2,5,0,0,34.20587158203125
2018-10-24 12:18:19,"A mamata da folha de são paulo vai acabar, mas não é com censura não! O dinheiro público que recebem para fazer ativismo político vai secar, e mais, com sua credibilidade no ralo com suas informações tendenciosas são menos sérias que uma revista de piada!",17457,77684,-0.043650793650793634,0.326984126984127,5,6,2,2,5,10,0,1,4,9,0,0,34.1995849609375
2018-10-24 12:03:07,"Entrevista a TV Cidade Verde: Infraestrutura, logística, educação, economia, turismo e contra as bravatas e mentiras, trazemos novamente os fatos e a verdade: https://t.co/TZazdJk7A1",2453,10839,-0.2,0.4,0,2,1,3,3,15,0,0,1,1,0,0,34.197509765625
2018-10-24 11:01:52,"Contra mentiras, mais uma das inesgotáveis vezes, A VERDADE! https://t.co/eWRqPuOnZ8",7452,24893,0.0,0.0,1,1,0,0,1,6,1,0,0,1,0,0,34.18927001953125
2018-10-24 10:35:49,A agricultura familiar é responsável por cerca de 70% da produção do que é consumido no Brasil além de garantir a própria alimentação e renda da família. Todo e qualquer país do mundo busca sua segurança alimentar. Aí está a importância de sua proteção!,8122,41050,0.475,0.775,2,7,2,2,7,13,1,1,3,6,0,0,34.18560791015625
2018-10-24 00:12:06,Bolsonaro e Haddad citados na Lava-Jato. Tirem suas conclusões! https://t.co/j0NNyDFz5O,8078,25922,0.0,0.0,0,1,0,1,0,7,0,0,1,2,0,0,34.10113525390625
2018-10-23 23:31:49,"Band: Fim da reeleição, novo atentado e muito mais. https://t.co/P3krxvJBAB",2983,13817,0.3181818181818182,0.4772727272727273,2,1,0,1,0,6,0,0,0,0,0,0,34.0955810546875
2018-10-23 19:47:05,Recebendo comitiva representando grande parte dos Prefeitos do Brasil e buscando conhecer os problemas dos eleitos que vivem mais próximos da população! Assista um pouco do que foi falado na reunião: https://t.co/iVpSV98Myx,4041,18994,0.16098484848484848,0.5,3,5,0,1,6,8,0,2,2,9,0,0,34.06524658203125
2018-10-23 16:51:12,"Hoje recebi rapidamente uma parte da ampliada bancada de Deputados Federais focados no aperfeiçoamento da destroçada Segurança Pública do Brasil! Juntos, trabalharemos para resgatar o Brasil da herança maldita de violência deixada por governos anteriores! https://t.co/PQCuxFK5pc",6441,29441,0.03125,0.18333333333333326,4,6,2,0,3,14,0,2,2,7,0,0,34.04144287109375
2018-10-23 16:38:17,"Desde o início da campanha meus adversários espalham diariamente que votei contra deficientes, que vou aumentar imposto pra pobre, acabar com bolsa-família, escolas e o 13° salário, que iria armar criancinhas e até proibir video games. A mentira e o desespero não têm limites!",13450,57988,-0.16687500000000002,0.28,4,6,2,3,6,15,1,0,3,8,0,0,34.03955078125
2018-10-23 15:27:15,"RT @CarlosBolsonaro: Anjinhos do PT e do PSOL, por favor, nos digam quais as fakenews que estão disparando no whatsapp! Estamos ansiosos pa…",4729,0,0.0,0.0,0,1,1,1,1,9,0,0,2,5,0,0,34.02996826171875
2018-10-23 13:52:27,Em breve vai ter mais gente pra jogar dominó com o chefe corrupto presidiário na cadeia!,13331,71681,-0.041666666666666664,0.5,1,2,2,0,2,5,0,1,0,3,0,0,34.017333984375
2018-10-23 13:07:52,RT @FlavioBolsonaro: FATO! Não adianta querer esconder.https://t.co/tYON0vPiCY,4999,0,0.0,0.0,0,0,0,0,1,6,0,1,0,2,0,0,34.01129150390625
2018-10-23 12:57:29,Falamos em combater os bandidos vermelhos baseado no próprio curso das investigações da Polícia Federal e Lava-Jato e houve uma grande histeria por parte do PT. Ao que parece a carapuça serviu mais uma vez!,10755,45816,0.265625,0.35,2,5,4,2,7,11,0,0,1,5,0,0,34.009765625
2018-10-23 10:25:22,Trazemos mais verdades: https://t.co/zBxsVbc9Zk,5454,21378,0.5,0.5,1,0,0,0,0,3,0,0,1,1,0,0,33.9893798828125
2018-10-23 09:47:47,Credenciamento Universal dos Médicos: Toda força de trabalho da saúde poderá ser utilizada pelo SUS. Isso permitira compartilhar e esforços nas áreas em que as demandas fossem maiores em cada momento. Saiba mais analisando nossos planos em https://t.co/yvI9KznFUU,2732,13238,0.375,0.375,2,5,1,1,4,14,0,0,1,9,0,0,33.9842529296875
2018-10-23 09:43:46,"O Prontuário Eletrônico Nacional Interligado será o pilar de uma saúde na base informatizada. O cadastro do paciente reduz custos e facilitará o atendimento futuro por outros médicos, em outros postos ou hospitais. Além de tornar possível cobrar desempenho dos gestores locais.",6039,28911,-0.17500000000000002,0.4791666666666667,7,5,0,2,3,18,0,2,1,6,0,0,33.983642578125
2018-10-23 00:17:50,"Obrigado pelo apoio @zefelipecantor, Leonardo e amigos! Um forte abraço a todos! https://t.co/m4SEekNcJL",6330,35398,0.125,0.15000000000000002,1,1,0,1,2,10,0,1,0,0,0,0,33.907470703125
2018-10-22 22:39:51,"Bolsonaro fala sobre manifestações de apoio, comentário de filho sobre o STF há 4 meses e sobre sua produção diária. https://t.co/eeHv6gACJu",3372,16663,0.0,0.0,1,4,1,1,1,11,1,1,1,0,0,0,33.89434814453125
2018-10-22 21:01:20,Hoje me reuni com muitos empresários de diversos setores do Brasil! Deixo o registro de uma destas produtivas reuniões! Vamos juntos livrar o Brasil das garras ideológicas da esquerda! https://t.co/Pexb5Qzqkj,6143,31313,0.16666666666666666,0.3333333333333333,5,7,1,0,4,11,1,0,3,3,0,0,33.8809814453125
2018-10-22 17:54:29,PT: uma máquina de corrupção e mentiras! https://t.co/wYgysVqwcW,14165,40981,0.0,0.0,0,0,0,1,1,5,0,0,0,1,0,0,33.8560791015625
2018-10-22 16:12:31,Domingo Espetacular mostra o estado de saúde de Jair Bolsonaro. https://t.co/O7MLI6BWxr,3936,21485,0.6,0.9,1,0,0,0,0,6,0,1,0,1,0,0,33.84228515625
2018-10-22 16:06:46,"RT @CarlosBolsonaro: O PT quer soltar bandidos da cadeia, o PSOL defende terroristas como Cesare Battisti e inclusive um de seus ex-membros…",5418,0,0.03333333333333333,0.03333333333333333,1,3,1,1,0,11,1,1,1,3,0,0,33.841552734375
2018-10-22 12:50:16,Confesso nunca ter visto nada parecido! Surpresa muito bacana! Um abraço Mato Grosso do Sul! https://t.co/vefIrJyZmK,11319,58246,0.7109375,0.8450000000000001,1,1,2,0,1,8,0,0,3,4,0,0,33.81524658203125
2018-10-22 12:35:36,"Estamos iniciando a última semana a caminho de, se Deus quiser, nossa nova Independência! Vamos tirar o Brasil do vermelho e devolvê-lo aos brasileiros! 🇧🇷",14632,73421,0.07007575757575757,0.2285353535353536,4,3,1,1,2,7,0,3,4,5,0,0,33.813232421875
2018-10-22 10:39:05,"Con mucho gusto. agradecido por la consideración, Presidente! https://t.co/zrqjKtrpQr",4486,26203,0.0,0.0,0,2,0,0,1,6,0,0,0,0,0,0,33.79766845703125
2018-10-22 10:29:19,"Com a Presidência, o Congresso e demais órgãos públicos atendendo a demandas da população, todos nós ganharíamos! https://t.co/B93Njy3EAt",3382,15145,0.2916666666666667,0.2805555555555556,2,2,0,1,4,7,0,0,1,3,0,0,33.796142578125
2018-10-21 23:43:19,Ninguém resiste ao carinho de uma criança! Faz parte de nosso dever preservar a inocência de todas elas. Visita que recebemos de um pequeno grupo de deficientes auditivos! 👍🏻 https://t.co/1b4WVua7DN,8486,44102,-0.3125,0.4,3,4,0,0,6,9,0,1,4,6,0,0,33.70989990234375
2018-10-21 23:04:29,"RT @CarlosBolsonaro: Hoje, 21/10/2018, às 21:00, a @recordtvoficial fará uma matéria sobre a colostomia de Jair Bolsonaro. Pelo que sei, va…",2869,0,0.0,0.0,0,3,0,0,1,10,2,1,1,5,0,0,33.7047119140625
2018-10-21 22:55:05,Via transmissão de celular falamos com população na Av. Paulista. Mensagem dedicada a todo o Brasil! https://t.co/FS1SX4MyMx,4929,23575,0.0,0.0,0,2,0,0,1,11,0,2,1,2,0,0,33.70343017578125
